Model, Form, Style, Pattern, Controls, Covered controls, Percent covered controls, Pattern Version, Unspecified count, Custom count
Foundation,RetailTillLayout,SimpleListDetails,SimpleListDetails,56,56,100.00%,1.3,0,0
Foundation,InventBatchJournalListPage,ListPage,ListPage,21,21,100.00%,UX7 1.0,0,0
Foundation,RetailStatementVoucher,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,TaxUnrealizedUpdateTaxInvoiceDetails,DropDialog,DropDialog,9,9,100.00%,1.2,0,0
Foundation,RetailStoreTenderTypeTable,SimpleListDetails,SimpleListDetails,99,99,100.00%,1.3,0,0
Foundation,EcoResProductOpenCasesFormPart,FormPart,FormPartSectionList,9,9,100.00%,1.1,0,0
Foundation,TaxReportExtraFields,Auto,Task,51,51,100.00%,1.2,0,0
Foundation,PurchAgreementHeaderExtLookup_RU,Lookup,LookupGridOnly,9,9,100.00%,1.1,0,0
Foundation,EcoResProductProdTypeFormulaNoActiveFormulaFormPart,FormPart,FormPartSectionList,19,19,100.00%,1.1,0,0
Foundation,PurchDeliverySchedule,Dialog,Dialog,39,34,87.18%,1.2,0,1
Foundation,EcoResProductVariants,SimpleListDetails,SimpleListDetails-Grid,49,49,100.00%,1.4,0,0
Foundation,TaxReportSetOffHierarchySetupNew_IN,DropDialog,DropDialog,10,10,100.00%,1.2,0,0
Foundation,InventCountJour,SimpleListDetails,SimpleListDetails,37,37,100.00%,1.3,0,0
Foundation,WrkCtrSchedulingParameters,Auto,Task,33,33,100.00%,1.2,0,0
Foundation,RetailStoreTerminalFactBox,FormPart,FormPartFactboxGrid,8,8,100.00%,1.1,0,0
Foundation,TaxSalesTaxPayment_IN,SimpleListDetails,SimpleListDetails-Tree,21,21,100.00%,1.3,0,0
Foundation,RetailSmbAccountExportProfile,SimpleListDetails,SimpleListDetails,22,22,100.00%,1.3,0,0
Foundation,AssetReductionEntryAssignDropDialog_JP,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,MCRNCOA,DetailsFormMaster,DetailsMaster,60,32,53.33%,1.4,0,1
Foundation,PurchLineMoreInformation,FormPart,FormPartFactboxCard,11,11,100.00%,UX7 1.0,0,0
Foundation,AssetLVPLookup,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,MCRHoldCodeTable,SimpleListDetails,SimpleListDetails,17,17,100.00%,1.3,0,0
Foundation,IntrastatTransportMode,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,MCRCustServiceOrderDatesPart,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,RetailTillLayoutZone,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,TaxValueThresholdProfile_IN,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,EcoResProductDiscreteManufacturingWorkspaceConfiguration,Dialog,Dialog,12,12,100.00%,1.2,0,0
Foundation,TaxReportExtraFieldsBE,Auto,Task,28,28,100.00%,1.2,0,0
Foundation,AssetGroupSetupBonus_IN,SimpleListDetails,SimpleListDetails-Grid,22,22,100.00%,1.4,0,0
Foundation,AssetImpairmentRecognitionTestResult_JP,DetailsFormMaster,DetailsMaster,49,49,100.00%,1.4,0,0
Foundation,RetailStoreCashDeclarationTable,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,PurchLineBackOrder,Auto,TaskParentChild,154,154,100.00%,1.2,0,0
Foundation,PurchPool,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
ApplicationFoundation,BatchAlerts,Dialog,Dialog,14,5,35.71%,1.2,0,1
Foundation,RetailStoreWorkShiftTable,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Foundation,MCROutOfBalancePaymentWB,SimpleList,SimpleList,36,36,100.00%,1.1,0,0
Foundation,EcoResProductProdTypeFormulaNoActiveRouteFormPart,FormPart,FormPartSectionList,19,19,100.00%,1.1,0,0
Foundation,EcoResProductParameters,TableOfContents,TableOfContents,26,26,100.00%,1.1,0,0
Foundation,InventGateEntryCopyFromSalesLines_IN,SimpleList,SimpleList,30,30,100.00%,1.1,0,0
Foundation,InventBatchJournalMerge,Auto,SimpleDetails-FastTabsContainer,152,152,100.00%,1.4,0,0
Foundation,WrkCtrTable,SimpleListDetails,Custom,141,105,74.47%,,0,4
Foundation,EcoResProductVariantsPendingReleaseFormPart,FormPart,FormPartSectionList,15,15,100.00%,1.1,0,0
Foundation,InventDimParmFixed,Dialog,Dialog,48,48,100.00%,1.2,0,0
Foundation,PurchEditLines,Dialog,DialogFastTabs,263,122,46.39%,1,0,2
Foundation,TaxSalesTaxPymHistoryDetailsTrans_IN,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Foundation,TaxReportSetOffHierarchySetup_IN,SimpleList,SimpleList,17,17,100.00%,1.1,0,0
Foundation,PurchLineOpenOrder,Auto,SimpleDetails-StandardTabsContainer,50,50,100.00%,1.5,0,0
Foundation,RetailSmbAccountExportResults,SimpleListDetails,SimpleListDetails,19,19,100.00%,1.3,0,0
ApplicationPlatform,SysBoxForm,Auto,Custom,17,0,0.00%,,0,1
Foundation,AssetReductionEntryMassUpdate_JP,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,AssetLVPTransfer,Dialog,Dialog,13,13,100.00%,1.2,0,0
Foundation,MCRHoldCodeTrans,DetailsFormMaster,Custom,92,59,64.13%,,0,1
Foundation,MCRCustServiceOrderStatsPart,FormPart,FormPartFactboxCard,6,6,100.00%,UX7 1.0,0,0
Foundation,EcoResProductImage,Dialog,Dialog,14,13,92.86%,1.2,0,1
Foundation,AssetGroupSum_IN,Dialog,DialogReadOnly,22,22,100.00%,1.2,0,0
Foundation,RetailStoreWorkShiftTrans,SimpleList,SimpleList,16,16,100.00%,1.1,0,0
Foundation,RetailTopProductsParametersDialog,Dialog,Dialog,10,10,100.00%,1.2,0,0
Foundation,EcoResProductRelation,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,TaxVATNumTable,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,TaxReportHierarchyDesignerDetail_IN,FormPart,FormPartFactboxCard,4,4,100.00%,UX7 1.0,0,0
ApplicationFoundation,DataExpDates,Dialog,Dialog,10,5,50.00%,1.2,1,0
Foundation,AssetImpairmentRecognitionTest_JP,SimpleList,SimpleList,25,25,100.00%,1.1,0,0
Foundation,InventAdjInventOnHand,SimpleList,SimpleList,41,41,100.00%,1.1,0,0
Foundation,RetailStoreItemPriceList,SimpleList,SimpleList,17,17,100.00%,1.1,0,0
Foundation,EcoResProductPerCompanyImagePart,FormPart,Custom,5,0,0.00%,,0,1
Foundation,InventBlocking,SimpleListDetails,SimpleListDetails,50,50,100.00%,1.3,0,0
Foundation,MCROverCreditLimitWB,Auto,SimpleDetails-FastTabsContainer,44,44,100.00%,1.4,0,0
Foundation,PurchPostingHistory,Auto,SimpleDetails-StandardTabsContainer,47,47,100.00%,1.5,0,0
Foundation,PurchOrderApproved,FormPart,FormPartSectionList,13,13,100.00%,1.1,0,0
Foundation,XmlCertificate,SimpleList,SimpleList,21,21,100.00%,1.1,0,0
Foundation,PurchLineBackOrderListPage,SimpleList,SimpleList,49,49,100.00%,1.1,0,0
Foundation,InventDimParmFixedCount,Dialog,Dialog,23,23,100.00%,1.2,0,0
Foundation,TaxReportSetOffHrchySetupHistory_IN,SimpleListDetails,SimpleListDetails,15,15,100.00%,1.3,0,0
Foundation,TaxServiceCode_BR,SimpleListDetails,SimpleListDetails,25,25,100.00%,1.3,0,0
ApplicationFoundation,BatchGroup,Auto,Task,8,8,100.00%,1.2,0,0
Foundation,AssetGroupTrans_IN,Auto,Task,47,47,100.00%,1.2,0,0
Foundation,AssetLVPTransferProposal,Dialog,Dialog,36,36,100.00%,1.2,0,0
Foundation,RetailSPOnlineStoreDetailPage,DetailsFormMaster,DetailsMaster,121,121,100.00%,1.4,0,0
Foundation,MCROrderDetail,Auto,SimpleDetails-FastTabsContainer,329,43,13.07%,1.4,0,2
Foundation,EcoResProductVariantsPerCompany,DetailsFormMaster,DetailsMaster,94,94,100.00%,1.4,0,0
Foundation,AssetReductionEntryProfile_JP,SimpleListDetails,SimpleListDetails,25,25,100.00%,1.3,0,0
Foundation,RetailStyleGroupTable,SimpleListDetails,SimpleListDetails,28,28,100.00%,1.3,0,0
Foundation,PurchReqConsolidationPart,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,MCRPromptPaymSchedStartDate,Dialog,Dialog,7,7,100.00%,1.2,0,0
Foundation,EFDocEventEmailInfo_BR,DropDialog,DropDialog,5,5,100.00%,1.2,0,0
Foundation,RetailStoreLocatorGroup,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
ApplicationPlatform,SysDataCache,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,TaxReportHierarchyDesignerVersions_IN,FormPart,FormPartFactboxCard,4,4,100.00%,UX7 1.0,0,0
Foundation,RetailTransactionBankedTenderTrans,SimpleListDetails,SimpleListDetails-Grid,41,41,100.00%,1.4,0,0
Foundation,MCRPackingBoxTable,SimpleListDetails,SimpleListDetails-Grid,23,23,100.00%,1.4,0,0
Foundation,InventGateEntryCopyFromTransferLines_IN,SimpleList,SimpleList,31,31,100.00%,1.1,0,0
Foundation,TaxVatReportCategory_MX,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,EcoResProductPerCompanyListPage,ListPage,ListPage,209,209,100.00%,UX7 1.0,0,0
Foundation,InventDimTracking,Auto,SimpleDetails-StandardTabsContainer,15,15,100.00%,1.5,0,0
Foundation,InventBOMComparison_CN,Auto,SimpleDetails-FastTabsContainer,172,14,8.14%,1.4,0,2
Foundation,AssetImpairmentRecognition_JP,Auto,SimpleDetails-FastTabsContainer,41,41,100.00%,1.4,0,0
Foundation,PurchPrepayTable,Dialog,Dialog,14,14,100.00%,1.2,0,0
Foundation,InventItemOrderSetup,SimpleListDetails,SimpleListDetails-Grid,150,150,100.00%,1.4,0,0
Foundation,RetailStaffLoginLog,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,EcoResProductRelationType,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,PurchOrderAssignedToMe,FormPart,FormPartSectionList,11,11,100.00%,1.1,0,0
Foundation,AssetMajorType,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,MCRSalesOrderRecap,Dialog,DialogFastTabs,86,86,100.00%,1,0,0
Foundation,TaxReportStructureSchematicDiagram_IN,FormPart,Custom,2,0,0.00%,,0,1
Foundation,RetailTaxOverrideCode,SimpleListDetails,SimpleListDetails,31,31,100.00%,1.3,0,0
Foundation,TaxTable,SimpleListDetails,SimpleListDetails-Grid,152,152,100.00%,1.4,0,0
Foundation,MCROrderEventSetup,SimpleListDetails,SimpleListDetails,80,80,100.00%,1.3,0,0
Foundation,EcoResProductVariantsPerCompanyPart,FormPart,FormPartFactboxGrid,6,6,100.00%,1.1,0,0
Foundation,PurchLineCopy,Dialog,DialogFastTabs,83,83,100.00%,1,0,0
Foundation,AssetGroupZakat_SA,Auto,Task,12,12,100.00%,1.2,0,0
Foundation,AssetRepairLT,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,EFDocHist_BR,SimpleList,SimpleList,24,24,100.00%,1.1,0,0
Foundation,MCRRefundCheckApproval,Auto,SimpleDetails-StandardTabsContainer,30,30,100.00%,1.5,0,0
ApplicationPlatform,BatchRun,Dialog,Dialog,6,6,100.00%,1.2,0,0
Foundation,PurchReqConsolidationPartByItem,FormPart,FormPartFactboxGrid,7,7,100.00%,1.1,0,0
Foundation,MCRPagePositionTable,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,InventBuyerGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
ApplicationFoundation,BatchHistory,Auto,Task,51,43,84.31%,1.2,0,1
Foundation,InventGTDIdLookupReturn,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,RetailStoreLocatorGroupOwner,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,RetailStatementBlockedCustomer,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,RetailTransactionDiscountTrans,Auto,Task,32,32,100.00%,1.2,0,0
Foundation,TaxWithholdAccountGroup_TH,SimpleListDetails,SimpleListDetails,17,17,100.00%,1.3,0,0
Foundation,InventDimTrackingSetupDisplay,Dialog,Dialog,13,13,100.00%,1.2,0,0
Foundation,TaxReportHierarchyDesigner_IN,Auto,Custom,24,0,0.00%,,0,1
Foundation,AssetImpairmentReview_JP,Auto,SimpleDetails-FastTabsContainer,50,50,100.00%,1.4,0,0
Foundation,EcoResProductVariantSuggestions,Dialog,Dialog,19,19,100.00%,1.2,0,0
Foundation,TaxTableLookup,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,TaxReportTable,Auto,Task,50,50,100.00%,1.2,0,0
ApplicationFoundation,DataExpEdtEditor,Dialog,Dialog,29,6,20.69%,1.2,0,1
Foundation,MCRUpSellVarSys,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,AssetNetBookValuePart,FormPart,FormPartFactboxGrid,9,9,100.00%,1.1,0,0
Foundation,PurchPriceTolerance,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,PurchOrderInDraft,FormPart,FormPartSectionList,10,10,100.00%,1.1,0,0
Foundation,EcoResProductRelease,Wizard,Wizard,64,40,62.50%,1.2,0,1
Foundation,RetailTaxOverrideGroup,SimpleListDetails,SimpleListDetails,26,26,100.00%,1.3,0,0
ApplicationPlatform,SysDataCacheConfiguration,SimpleList,SimpleList,17,17,100.00%,1.1,0,0
Foundation,AssetRepairSumDialogLT,Dialog,DialogReadOnly,14,4,28.57%,1.2,1,0
Foundation,PurchLineMatchingPolicy,Dialog,DialogTabs,43,43,100.00%,1.3,0,0
Foundation,PurchReqConsolidationPartByVendor,FormPart,FormPartFactboxGrid,7,7,100.00%,1.1,0,0
Foundation,RetailStatementBlockedItem,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,MCRSalesQuickQuote,Dialog,Custom,36,0,0.00%,,0,1
Foundation,InventItemPrice,Auto,SimpleDetails-StandardTabsContainer,88,88,100.00%,1.5,0,0
Foundation,InventByProductTable_RU,SimpleListDetails,SimpleListDetails-Grid,52,52,100.00%,1.4,0,0
Foundation,MCRRefundCheckProcessing,SimpleListDetails,SimpleListDetails-Grid,35,35,100.00%,1.4,0,0
Foundation,AssetImpairmentAssetTransInquire_JP,SimpleList,SimpleList,39,39,100.00%,1.1,0,0
Foundation,TaxTexts_FI,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,EInvoiceParameters_MX,TableOfContents,TableOfContents,22,22,100.00%,1.1,0,0
Foundation,MCRPageTypeTable,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,EFDocPdfExport_BR,DropDialog,DropDialog,8,8,100.00%,1.2,0,0
Foundation,RetailTransactionIncomeExpenseTrans,SimpleListDetails,SimpleListDetails,35,35,100.00%,1.3,0,0
Foundation,TaxWithholdAuthorities_IN,SimpleListDetails,SimpleListDetails,16,16,100.00%,1.3,0,0
Foundation,EcoResStorageDimensionGroup,SimpleListDetails,SimpleListDetails,31,31,100.00%,1.3,0,0
ApplicationFoundation,BatchJob,Auto,Task,42,42,100.00%,1.2,0,0
Foundation,InventDimTrackingSetupTrace,Dialog,Dialog,24,24,100.00%,1.2,0,0
Foundation,AssetImpairmentSharedAssetAlloc_JP,SimpleListDetails,SimpleListDetails,32,32,100.00%,1.3,0,0
ApplicationPlatform,Dialog,Dialog,DialogFastTabs,14,8,57.14%,1,2,0
Foundation,TaxReportHierarchyList_IN,SimpleListDetails,SimpleListDetails,32,32,100.00%,1.3,0,0
Foundation,PurchOrderInExternalReview,FormPart,FormPartSectionList,13,13,100.00%,1.1,0,0
Foundation,InventGTDlIdLookup_RU,Lookup,Custom,46,0,0.00%,,0,1
Foundation,MCRVarCondition,SimpleListDetails,SimpleListDetails,25,25,100.00%,1.3,0,0
Foundation,TaxReportTotals_ES,Auto,SimpleDetails-ToolbarFields,12,12,100.00%,1.3,0,0
Foundation,EcoResProductReleaseAddProduct,Dialog,Dialog,24,18,75.00%,1.2,0,1
Foundation,RetailTenderTypeCardNumbers,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,AssetReserveType,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
ApplicationFoundation,DataExpEdtList,Dialog,Dialog,13,13,100.00%,1.2,0,0
Foundation,InventItemPriceToleranceGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,RetailStatementEnhancedPreview,FormPart,Custom,15,0,0.00%,,0,1
Foundation,RetailStoreManagementWorkspace,Workspace,WorkspaceOperational,52,52,100.00%,1,0,0
Foundation,PurchReqControlRFQRule,Dialog,DialogFastTabs,46,46,100.00%,1,0,0
Foundation,AssetRevaluationGroup,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Foundation,AssetParameters,TableOfContents,TableOfContents,91,91,100.00%,1.1,0,0
Foundation,PurchQuickQuote,Dialog,DialogTabs,60,60,100.00%,1.3,0,0
Foundation,MCRRefundMethodsTable,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,InventClosing,Auto,Task,71,71,100.00%,1.2,0,0
Foundation,MCRSalesRelatedOrders,Dialog,Dialog,9,9,100.00%,1.2,0,0
Foundation,TaxReportHierarchyNew_IN,Dialog,Dialog,8,8,100.00%,1.2,0,0
Foundation,PurchOrderInReview,FormPart,FormPartSectionList,11,11,100.00%,1.1,0,0
Foundation,InventFallbackWarehouse,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,TaxWithholdCertificateDelete_IN,Dialog,Dialog,10,5,50.00%,1.2,0,1
Foundation,InventGTD_RU,Auto,Task,19,19,100.00%,1.2,0,0
Foundation,RetailTransactionInfocodeTrans,Auto,Task,44,44,100.00%,1.2,0,0
Foundation,EcoResTrackingDimensionGroup,SimpleListDetails,SimpleListDetails,33,33,100.00%,1.3,0,0
Foundation,TaxReportVoucher,Auto,Task,43,43,100.00%,1.2,0,0
Foundation,AssetParametersDeprRates_DE,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,EFDocReceivedXmlPendingActions_BR,SimpleList,SimpleList,24,24,100.00%,1.1,0,0
Foundation,RetailStatementItemsNotOnFile,SimpleListDetails,SimpleListDetails,36,36,100.00%,1.3,0,0
Foundation,AssetRetirementObligationDocument_JP,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
ApplicationPlatform,SysDataCacheParameters,TableOfContents,TableOfContents,38,38,100.00%,1.1,0,0
Foundation,RetailTenderTypeCardTable,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,MCRRentalTypeTable,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,PurchReqLineVendorProposalHistory,Dialog,DialogTabs,13,13,100.00%,1.3,0,0
Foundation,MCRPickingWorkbench,SimpleListDetails,SimpleListDetails-Grid,88,88,100.00%,1.4,0,0
Foundation,TaxTmpWorkTrans,Dialog,DialogTabs,121,97,80.17%,1.3,0,1
Foundation,MssCompensationFormPart,FormPart,FormPartSectionList,35,35,100.00%,1.1,0,0
Foundation,TaxReportHierarchySetOffRules_IN,Auto,Custom,38,0,0.00%,,0,1
Foundation,TaxWithholdCertificatesTable_IN,SimpleListDetails,SimpleListDetails,21,21,100.00%,1.3,0,0
ApplicationFoundation,BatchJobHistory,Auto,Task,31,31,100.00%,1.2,0,0
Foundation,InventFiscalLIFOGroup,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,PurchReApprovalPolicyRule,Dialog,Dialog,12,12,100.00%,1.2,0,0
Foundation,EInvoiceProject_IT,Auto,Task,35,35,100.00%,1.2,0,0
Foundation,PurchReqControlRule,Dialog,DialogFastTabs,26,19,73.08%,1,0,1
Foundation,InventItemSampling,SimpleListDetails,SimpleListDetails,28,28,100.00%,1.3,0,0
Foundation,AssetRule,SimpleListDetails,SimpleListDetails-Grid,93,28,30.11%,1.4,0,2
Foundation,InventItemBarcode,Auto,Task,29,29,100.00%,1.2,0,0
Foundation,RetailTransactionLoyaltyRewardPointTrans,Auto,Task,46,46,100.00%,1.2,0,0
Foundation,PurchOrderMaintainWorkspace,Workspace,Custom,39,32,82.05%,,0,1
Foundation,RetailStoreOMHierarchyTypeFactBox,FormPart,FormPartFactboxGrid,4,4,100.00%,1.1,0,0
Foundation,RetailTenderTypeTable,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
ApplicationPlatform,ExportToExcelWorkbookDesigner,SimpleListDetails,SimpleListDetails,44,44,100.00%,1.3,0,0
Foundation,TaxReportXmlCodes_CZ,Auto,TaskParentChild,21,21,100.00%,1.2,0,0
Foundation,EcoResProductReleasedRecentlyCreatedFormPart,FormPart,FormPartSectionList,20,20,100.00%,1.1,0,0
Foundation,EDTLookup_RU,Lookup,LookupGridOnly,2,2,100.00%,1.1,0,0
ApplicationFoundation,DataExpExpandData,Dialog,Dialog,15,6,40.00%,1.2,2,0
Foundation,AssetImpairmentTestResultEntryList_JP,SimpleList,SimpleList,40,40,100.00%,1.1,0,0
Foundation,AssetRetirementObligationExplorer_JP,SimpleListDetails,SimpleListDetails,32,32,100.00%,1.3,0,0
Foundation,RetailStatementJour,Auto,TaskParentChild,143,143,100.00%,1.2,0,0
Foundation,AssetPosting,SimpleListDetails,SimpleListDetails,127,119,93.70%,1.3,0,1
Foundation,PurchReqProcurementCategoryLookup,Lookup,Custom,3,0,0.00%,,0,1
Foundation,InventCostDimParmFixed,Dialog,Dialog,23,23,100.00%,1.2,0,0
Foundation,MCRReqPlanContinuity,SimpleListDetails,SimpleListDetails,32,32,100.00%,1.3,0,0
Foundation,TaxWithholdCertificateTrans_IN,SimpleListDetails,SimpleListDetails,21,21,100.00%,1.3,0,0
Foundation,TaxTotals,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,MCRPickingWorkbenchProfile,SimpleListDetails,SimpleListDetails,31,31,100.00%,1.3,0,0
ApplicationFoundation,BatchJobWorkspaceForm,FormPart,FormPartSectionList,8,8,100.00%,1.1,0,0
Foundation,InventFiscalLIFOJournalName,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,TaxWithholdConcessionTable_IN,SimpleListDetails,SimpleListDetails,32,18,56.25%,1.3,0,1
Foundation,EInvoiceXMLViewer_MX,Auto,Custom,2,0,0.00%,,0,1
Foundation,AssetRuleAssetQualifierLookup,Lookup,LookupGridOnly,3,3,100.00%,1.1,0,0
Foundation,PurchOrderProcessReceiptsWorkspace,Workspace,Custom,30,25,83.33%,,0,1
ApplicationPlatform,SysGetFileFromUser,Dialog,Dialog,6,5,83.33%,1.2,0,1
Foundation,MssPerformanceFormPart,FormPart,FormPartSectionList,33,33,100.00%,1.1,0,0
Foundation,RetailTransactionOrderInvoiceTrans,SimpleList,SimpleList,17,17,100.00%,1.1,0,0
Foundation,EFDocContingencyModeHistory_BR,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,RetailStoreSection,SimpleListDetails,SimpleListDetails,28,28,100.00%,1.3,0,0
Foundation,MCRSalesStatsCustTable,SimpleListDetails,SimpleListDetails,62,62,100.00%,1.3,0,0
Foundation,RetailTerminalCustomField,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,EFDocRecXmlVendInvUpdtFromNFeConfirm_BR,Dialog,Dialog,10,10,100.00%,1.2,0,0
Foundation,InventItemBarcodeLookup,Lookup,LookupGridOnly,24,24,100.00%,1.1,0,0
Foundation,PurchReqCopyRFQ,Dialog,Dialog,13,13,100.00%,1.2,0,0
Foundation,AssetRetirementObligationLine_JP,DropDialog,DropDialog,9,9,100.00%,1.2,0,0
Foundation,PurchReqAddItem,Dialog,Dialog,109,20,18.35%,1.2,0,1
Foundation,TaxWithholdCountryRegionToRemittance_IN,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,AssetInternalTransferHistory,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Foundation,TaxWithholdCertificate_IN,SimpleListDetails,SimpleListDetails,25,18,72.00%,1.3,0,1
Foundation,RetailStatementListPageTenderSumPart,FormPart,FormPartFactboxGrid,6,6,100.00%,1.1,0,0
Foundation,InventFiscalLIFOJournalTable,Auto,Task,53,53,100.00%,1.2,0,0
Foundation,MCRReturnOverrideLogInDialog,Dialog,Dialog,8,8,100.00%,1.2,0,0
Foundation,AssetProfile,Auto,Task,47,47,100.00%,1.2,0,0
Foundation,TaxTrans,Auto,Task,154,115,74.68%,1.2,0,1
Foundation,TaxReturnedError_NL,Auto,Task,24,24,100.00%,1.2,0,0
Foundation,MCRPMCouponListPage,ListPage,ListPage,38,38,100.00%,UX7 1.0,0,0
Foundation,InventJournalTransfer,DetailsFormTransaction,DetailsTransaction,253,253,100.00%,1.4,0,0
Foundation,InventJournalAsset,DetailsFormTransaction,DetailsTransaction,223,223,100.00%,1.4,0,0
Foundation,EcoResProductReleasedSelect,Dialog,Dialog,30,30,100.00%,1.2,0,0
Foundation,PurchOrdersToBeDeliveredWithinXDaysPart,FormPart,FormPartSectionList,13,13,100.00%,1.1,0,0
ApplicationFoundation,DataExpFieldEditor,Dialog,Dialog,42,5,11.90%,1.2,0,1
Foundation,RetailTerminalDisplayPart,FormPart,FormPartFactboxCard,5,5,100.00%,UX7 1.0,0,0
Foundation,RetailStoreShelf,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
ApplicationPlatform,FormControlFieldSelector,Dialog,Dialog,10,10,100.00%,1.2,0,0
Foundation,EmplAdvExpendTable_RU,SimpleListDetails,SimpleListDetails,37,37,100.00%,1.3,0,0
Foundation,EFDocContingencyMode_BR,SimpleList,SimpleList,20,20,100.00%,1.1,0,0
Foundation,PurchReqPurchAgreementLookup,Lookup,LookupGridOnly,7,7,100.00%,1.1,0,0
Foundation,AssetShiftDepreciationProfile_IN,SimpleListDetails,SimpleListDetails-Grid,19,19,100.00%,1.4,0,0
ApplicationFoundation,BICalendarBuilder,SimpleListDetails,SimpleListDetails,21,21,100.00%,1.3,0,0
Foundation,EFDocServiceInquire_BR,SimpleList,SimpleList,16,16,100.00%,1.1,0,0
Foundation,MssPositionFormPart,FormPart,FormPartSectionList,38,38,100.00%,1.1,0,0
Foundation,MCRSalesTableDetailedStatus,Auto,SimpleDetails-FastTabsContainer,79,79,100.00%,1.4,0,0
Foundation,RetailTransactionPaymentTrans,SimpleListDetails,SimpleListDetails-Grid,54,29,53.70%,1.4,0,1
Foundation,AssetRetirementObligation_JP,SimpleListDetails,SimpleListDetails-Grid,36,36,100.00%,1.4,0,0
